county,cases,death,date
Placer,6,0,16-06-20
Placer,35,0,17-06-20
Placer,30,0,18-06-20
Placer,7,0,19-06-20
Placer,19,0,20-06-20
Placer,15,0,21-06-20
Placer,14,0,22-06-20
Placer,13,1,23-06-20
Placer,23,0,24-06-20
Placer,30,0,25-06-20
Placer,11,1,26-06-20
Placer,2,0,27-06-20
Placer,45,0,28-06-20
Placer,32,0,29-06-20
Placer,29,0,30-06-20
Placer,16,0,01-07-20
Placer,27,0,02-07-20
Placer,5,0,03-07-20
Placer,51,0,04-07-20
Placer,59,0,05-07-20
Placer,49,0,06-07-20
Placer,26,0,07-07-20
Placer,18,0,08-07-20
Placer,34,0,09-07-20
Placer,20,0,10-07-20
Placer,27,0,11-07-20
Placer,29,0,12-07-20
Placer,38,0,13-07-20
Placer,26,0,14-07-20
Placer,23,0,15-07-20
Placer,23,0,16-07-20
Placer,39,0,17-07-20
Placer,26,0,18-07-20
Placer,13,0,19-07-20
Placer,118,0,20-07-20
Placer,49,1,21-07-20
Placer,56,0,22-07-20
Placer,50,1,23-07-20
Placer,32,0,24-07-20
Placer,45,0,25-07-20
Placer,32,0,26-07-20
Placer,51,2,27-07-20
Placer,80,0,28-07-20
Placer,39,0,29-07-20
Placer,23,0,30-07-20
Placer,32,0,31-07-20
Placer,38,0,01-08-20
Placer,29,1,02-08-20
Placer,27,1,03-08-20
Placer,17,1,04-08-20
Placer,25,1,05-08-20
Placer,56,1,06-08-20
Placer,33,0,07-08-20
Placer,75,0,08-08-20
Placer,58,1,09-08-20
Placer,87,1,10-08-20
Placer,95,2,11-08-20
Placer,24,2,12-08-20
Placer,43,1,13-08-20
Placer,86,0,14-08-20
Placer,5,1,15-08-20
Placer,32,0,16-08-20
Placer,26,0,17-08-20
San Luis Obispo,5,0,18-03-20
San Luis Obispo,1,0,19-03-20
San Luis Obispo,5,0,20-03-20
San Luis Obispo,5,0,21-03-20
San Luis Obispo,3,0,22-03-20
San Luis Obispo,4,0,23-03-20
San Luis Obispo,9,0,24-03-20
San Luis Obispo,3,0,25-03-20
San Luis Obispo,3,0,26-03-20
San Luis Obispo,8,0,27-03-20
San Luis Obispo,6,0,28-03-20
San Luis Obispo,3,0,29-03-20
San Luis Obispo,7,0,30-03-20
San Luis Obispo,5,0,31-03-20
San Luis Obispo,2,0,01-04-20
San Luis Obispo,10,0,02-04-20
San Luis Obispo,3,0,03-04-20
San Luis Obispo,0,0,04-04-20
San Luis Obispo,1,1,05-04-20
San Luis Obispo,2,0,06-04-20
San Luis Obispo,2,0,07-04-20
San Luis Obispo,3,0,08-04-20
San Luis Obispo,3,0,09-04-20
San Luis Obispo,4,0,10-04-20
San Luis Obispo,3,0,11-04-20
San Luis Obispo,2,0,12-04-20
San Luis Obispo,5,0,13-04-20
San Luis Obispo,2,0,14-04-20
San Luis Obispo,3,0,15-04-20
San Luis Obispo,1,0,16-04-20
San Luis Obispo,3,0,17-04-20
San Luis Obispo,13,0,18-04-20
San Luis Obispo,3,0,19-04-20
San Luis Obispo,0,0,20-04-20
San Luis Obispo,2,0,21-04-20
San Luis Obispo,8,0,22-04-20
San Luis Obispo,4,0,23-04-20
San Luis Obispo,5,0,24-04-20
San Luis Obispo,8,0,25-04-20
San Luis Obispo,6,0,26-04-20
San Luis Obispo,1,0,27-04-20
San Luis Obispo,6,0,28-04-20
San Luis Obispo,9,0,29-04-20
San Luis Obispo,1,0,30-04-20
San Luis Obispo,4,0,01-05-20
San Luis Obispo,7,0,02-05-20
San Luis Obispo,7,0,03-05-20
San Luis Obispo,2,0,04-05-20
San Luis Obispo,1,0,05-05-20
San Luis Obispo,4,0,06-05-20
San Luis Obispo,2,0,07-05-20
San Luis Obispo,1,0,08-05-20
San Luis Obispo,3,0,09-05-20
San Luis Obispo,5,0,10-05-20
San Luis Obispo,6,0,11-05-20
San Luis Obispo,2,0,12-05-20
San Luis Obispo,5,0,13-05-20
San Luis Obispo,5,0,14-05-20
San Luis Obispo,1,0,15-05-20
San Luis Obispo,3,0,16-05-20
San Luis Obispo,2,0,17-05-20
San Luis Obispo,1,0,18-05-20
San Luis Obispo,2,0,19-05-20
San Luis Obispo,4,0,20-05-20
San Luis Obispo,2,0,21-05-20
San Luis Obispo,3,0,22-05-20
San Luis Obispo,2,0,23-05-20
San Luis Obispo,1,0,24-05-20
San Luis Obispo,3,0,25-05-20
San Luis Obispo,0,0,26-05-20
San Luis Obispo,6,0,27-05-20
San Luis Obispo,1,0,28-05-20
San Luis Obispo,3,0,29-05-20
San Luis Obispo,0,0,30-05-20
San Luis Obispo,1,0,31-05-20
San Luis Obispo,4,0,01-06-20
San Luis Obispo,0,0,02-06-20
San Luis Obispo,4,0,03-06-20
San Luis Obispo,9,0,04-06-20
San Luis Obispo,5,0,05-06-20
San Luis Obispo,2,0,06-06-20
San Luis Obispo,1,0,07-06-20
San Luis Obispo,4,0,08-06-20
San Luis Obispo,1,0,09-06-20
San Luis Obispo,5,0,10-06-20
San Luis Obispo,1,0,11-06-20
San Luis Obispo,14,0,12-06-20
San Luis Obispo,5,0,13-06-20
San Luis Obispo,4,0,14-06-20
San Luis Obispo,2,0,15-06-20
San Luis Obispo,11,0,16-06-20
San Luis Obispo,19,0,17-06-20
San Luis Obispo,16,0,18-06-20
San Luis Obispo,14,0,19-06-20
San Luis Obispo,13,0,20-06-20
San Luis Obispo,13,0,21-06-20
San Luis Obispo,4,0,22-06-20
San Luis Obispo,23,0,23-06-20
San Luis Obispo,16,0,24-06-20
San Luis Obispo,15,0,25-06-20
San Luis Obispo,26,0,26-06-20
San Luis Obispo,9,0,27-06-20
San Luis Obispo,37,0,28-06-20
San Luis Obispo,31,0,29-06-20
San Luis Obispo,24,0,30-06-20
San Luis Obispo,10,1,01-07-20
San Luis Obispo,46,0,02-07-20
San Luis Obispo,17,0,03-07-20
San Luis Obispo,23,0,04-07-20
San Luis Obispo,31,0,05-07-20
San Luis Obispo,21,0,06-07-20
San Luis Obispo,44,0,07-07-20
San Luis Obispo,30,1,08-07-20
San Luis Obispo,44,1,09-07-20
San Luis Obispo,22,0,10-07-20
San Luis Obispo,39,0,11-07-20
San Luis Obispo,42,0,12-07-20
San Luis Obispo,17,1,13-07-20
San Luis Obispo,71,0,14-07-20
San Luis Obispo,37,1,15-07-20
San Luis Obispo,49,0,16-07-20
San Luis Obispo,44,0,17-07-20
San Luis Obispo,44,0,18-07-20
San Luis Obispo,28,0,19-07-20
San Luis Obispo,20,0,20-07-20
San Luis Obispo,56,1,21-07-20
San Luis Obispo,35,0,22-07-20
San Luis Obispo,65,1,23-07-20
San Luis Obispo,38,0,24-07-20
San Luis Obispo,54,0,25-07-20
San Luis Obispo,35,0,26-07-20
San Luis Obispo,47,0,27-07-20
San Luis Obispo,24,3,28-07-20
San Luis Obispo,37,1,29-07-20
San Luis Obispo,30,2,30-07-20
San Luis Obispo,43,1,31-07-20
San Luis Obispo,52,0,01-08-20
San Luis Obispo,23,0,02-08-20
San Luis Obispo,42,1,03-08-20
San Luis Obispo,23,0,04-08-20
San Luis Obispo,42,0,05-08-20
San Luis Obispo,72,0,06-08-20
San Luis Obispo,50,1,07-08-20
San Luis Obispo,31,0,08-08-20
San Luis Obispo,43,0,09-08-20
San Luis Obispo,84,0,10-08-20
San Luis Obispo,26,0,11-08-20
San Luis Obispo,29,0,12-08-20
San Luis Obispo,20,1,13-08-20
San Luis Obispo,139,1,14-08-20
San Luis Obispo,39,0,15-08-20
San Luis Obispo,33,0,16-08-20
San Luis Obispo,33,0,17-08-20
Solano,26,0,18-03-20
Solano,0,0,19-03-20
Solano,3,0,20-03-20
Solano,-21,0,21-03-20
Solano,0,0,22-03-20
Solano,3,0,23-03-20
Solano,2,0,24-03-20
Solano,5,0,25-03-20
Solano,2,0,26-03-20
Solano,28,0,27-03-20
Solano,0,0,28-03-20
Solano,0,0,29-03-20
Solano,2,0,30-03-20
Solano,6,0,31-03-20
Solano,1,0,01-04-20
Solano,8,0,02-04-20
Solano,7,1,03-04-20
Solano,7,0,04-04-20
Solano,-1,0,05-04-20
Solano,17,0,06-04-20
Solano,4,0,07-04-20
Solano,12,1,08-04-20
Solano,7,0,09-04-20
Solano,11,0,10-04-20
Solano,9,0,11-04-20
Solano,-2,0,12-04-20
Solano,1,0,13-04-20
Solano,3,0,14-04-20
Solano,13,0,15-04-20
Solano,9,0,16-04-20
Solano,11,0,17-04-20
Solano,2,0,18-04-20
Solano,-1,0,19-04-20
Solano,11,0,20-04-20
Solano,8,1,21-04-20
Solano,2,0,22-04-20
Solano,1,1,23-04-20
Solano,7,0,24-04-20
Solano,0,0,25-04-20
Solano,2,0,26-04-20
Solano,17,0,27-04-20
Solano,24,0,28-04-20
Solano,6,1,29-04-20
Solano,10,0,30-04-20
Solano,4,0,01-05-20
Solano,1,0,02-05-20
Solano,-1,0,03-05-20
Solano,27,1,04-05-20
Solano,6,0,05-05-20
Solano,1,1,06-05-20
Solano,7,0,07-05-20
Solano,7,0,08-05-20
Solano,7,0,09-05-20
Solano,1,0,10-05-20
Solano,32,3,11-05-20
Solano,7,1,12-05-20
Solano,7,1,13-05-20
Solano,4,2,14-05-20
Solano,16,2,15-05-20
Solano,4,0,16-05-20
Solano,0,0,17-05-20
Solano,6,0,18-05-20
Solano,17,0,19-05-20
Solano,3,2,20-05-20
Solano,6,1,21-05-20
Solano,7,1,22-05-20
Solano,4,0,23-05-20
Solano,1,0,24-05-20
Solano,1,0,25-05-20
Solano,33,0,26-05-20
Solano,7,1,27-05-20
Solano,12,1,28-05-20
Solano,9,0,29-05-20
Solano,14,0,30-05-20
Solano,0,0,31-05-20
Solano,17,0,01-06-20
Solano,8,0,02-06-20
Solano,6,0,03-06-20
Solano,8,0,04-06-20
Solano,7,1,05-06-20
Solano,2,0,06-06-20
Solano,0,0,07-06-20
Solano,0,0,08-06-20
Solano,36,0,09-06-20
Solano,12,0,10-06-20
Solano,8,0,11-06-20
Solano,4,0,12-06-20
Solano,17,0,13-06-20
Solano,1,0,14-06-20
Solano,0,0,15-06-20
Solano,56,0,16-06-20
Solano,28,0,17-06-20
Solano,13,0,18-06-20
Solano,20,0,19-06-20
Solano,29,0,20-06-20
Solano,-1,0,21-06-20
Solano,1,0,22-06-20
Solano,157,0,23-06-20
Solano,38,0,24-06-20
Solano,62,0,25-06-20
Solano,41,0,26-06-20
Solano,16,0,27-06-20
Solano,46,0,28-06-20
Solano,72,1,29-06-20
Solano,101,0,30-06-20
Solano,47,1,01-07-20
Solano,65,0,02-07-20
Solano,67,0,03-07-20
Solano,52,0,04-07-20
Solano,-1,0,05-07-20
Solano,121,0,06-07-20
Solano,108,2,07-07-20
Solano,45,0,08-07-20
Solano,71,0,09-07-20
Solano,58,1,10-07-20
Solano,84,0,11-07-20
Solano,3,0,12-07-20
Solano,9,3,13-07-20
Solano,220,0,14-07-20
Solano,77,0,15-07-20
Solano,29,0,16-07-20
Solano,80,0,17-07-20
Solano,51,0,18-07-20
Solano,48,0,19-07-20
Solano,-14,3,20-07-20
Solano,190,1,21-07-20
Solano,112,0,22-07-20
Solano,123,0,23-07-20
Solano,100,0,24-07-20
Solano,45,0,25-07-20
Solano,90,0,26-07-20
Solano,1,0,27-07-20
Solano,94,1,28-07-20
Solano,88,1,29-07-20
Solano,83,0,30-07-20
Solano,47,0,31-07-20
Solano,81,0,01-08-20
Solano,18,0,02-08-20
Solano,1,0,03-08-20
Solano,80,1,04-08-20
Solano,60,0,05-08-20
Solano,34,1,06-08-20
Solano,60,0,07-08-20
Solano,45,1,08-08-20
Solano,65,0,09-08-20
Solano,147,1,10-08-20
Solano,105,0,11-08-20
Solano,52,0,12-08-20
Solano,47,0,13-08-20
Solano,116,0,14-08-20
Solano,56,0,15-08-20
Solano,2,0,16-08-20
Solano,0,0,17-08-20
Monterey,1,0,18-03-20
Monterey,2,0,19-03-20
Monterey,1,0,20-03-20
Monterey,4,1,21-03-20
Monterey,6,0,22-03-20
Monterey,0,0,23-03-20
Monterey,9,0,24-03-20
Monterey,0,0,25-03-20
Monterey,2,0,26-03-20
Monterey,1,0,27-03-20
Monterey,6,0,28-03-20
Monterey,4,0,29-03-20
Monterey,5,0,30-03-20
Monterey,2,1,31-03-20
Monterey,4,0,01-04-20
Monterey,3,0,02-04-20
Monterey,8,0,03-04-20
Monterey,3,0,04-04-20
Monterey,0,0,05-04-20
Monterey,1,0,06-04-20
Monterey,1,0,07-04-20
Monterey,5,1,08-04-20
Monterey,2,0,09-04-20
Monterey,8,0,10-04-20
Monterey,0,0,11-04-20
Monterey,7,0,12-04-20
Monterey,4,0,13-04-20
Monterey,9,0,14-04-20
Monterey,8,0,15-04-20
Monterey,10,0,16-04-20
Monterey,3,0,17-04-20
Monterey,16,0,18-04-20
Monterey,5,1,19-04-20
Monterey,7,0,20-04-20
Monterey,4,0,21-04-20
Monterey,3,0,22-04-20
Monterey,7,0,23-04-20
Monterey,6,0,24-04-20
Monterey,6,0,25-04-20
Monterey,9,0,26-04-20
Monterey,3,0,27-04-20
Monterey,6,0,28-04-20
Monterey,13,1,29-04-20
Monterey,9,0,30-04-20
Monterey,9,0,01-05-20
Monterey,3,1,02-05-20
Monterey,10,0,03-05-20
Monterey,2,0,04-05-20
Monterey,3,0,05-05-20
Monterey,6,0,06-05-20
Monterey,3,0,07-05-20
Monterey,16,0,08-05-20
Monterey,8,0,09-05-20
Monterey,9,0,10-05-20
Monterey,4,0,11-05-20
Monterey,12,0,12-05-20
Monterey,11,0,13-05-20
Monterey,8,0,14-05-20
Monterey,4,2,15-05-20
Monterey,8,0,16-05-20
Monterey,13,0,17-05-20
Monterey,3,0,18-05-20
Monterey,5,0,19-05-20
Monterey,6,0,20-05-20
Monterey,7,0,21-05-20
Monterey,9,0,22-05-20
Monterey,25,0,23-05-20
Monterey,8,0,24-05-20
Monterey,13,0,25-05-20
Monterey,6,0,26-05-20
Monterey,19,0,27-05-20
Monterey,28,0,28-05-20
Monterey,8,2,29-05-20
Monterey,41,0,30-05-20
Monterey,25,0,31-05-20
Monterey,9,0,01-06-20
Monterey,28,0,02-06-20
Monterey,10,0,03-06-20
Monterey,29,0,04-06-20
Monterey,28,0,05-06-20
Monterey,30,0,06-06-20
Monterey,53,0,07-06-20
Monterey,19,0,08-06-20
Monterey,21,1,09-06-20
Monterey,19,0,10-06-20
Monterey,22,0,11-06-20
Monterey,51,0,12-06-20
Monterey,36,0,13-06-20
Monterey,49,1,14-06-20
Monterey,49,0,15-06-20
Monterey,21,0,16-06-20
Monterey,58,0,17-06-20
Monterey,50,0,18-06-20
Monterey,32,0,19-06-20
Monterey,22,0,20-06-20
Monterey,46,0,21-06-20
Monterey,66,0,22-06-20
Monterey,53,0,23-06-20
Monterey,61,0,24-06-20
Monterey,23,0,25-06-20
Monterey,24,0,26-06-20
Monterey,8,0,27-06-20
Monterey,117,0,28-06-20
Monterey,77,2,29-06-20
Monterey,31,1,30-06-20
Monterey,18,0,01-07-20
Monterey,91,0,02-07-20
Monterey,8,0,03-07-20
Monterey,74,0,04-07-20
Monterey,116,0,05-07-20
Monterey,84,0,06-07-20
Monterey,88,2,07-07-20
Monterey,16,0,08-07-20
Monterey,41,0,09-07-20
Monterey,62,1,10-07-20
Monterey,91,0,11-07-20
Monterey,145,0,12-07-20
Monterey,92,0,13-07-20
Monterey,111,0,14-07-20
Monterey,56,0,15-07-20
Monterey,77,0,16-07-20
Monterey,65,0,17-07-20
Monterey,98,0,18-07-20
Monterey,59,0,19-07-20
Monterey,126,1,20-07-20
Monterey,199,2,21-07-20
Monterey,129,0,22-07-20
Monterey,122,1,23-07-20
Monterey,93,0,24-07-20
Monterey,57,0,25-07-20
Monterey,96,1,26-07-20
Monterey,59,0,27-07-20
Monterey,87,1,28-07-20
Monterey,205,2,29-07-20
Monterey,100,0,30-07-20
Monterey,141,0,31-07-20
Monterey,118,4,01-08-20
Monterey,87,0,02-08-20
Monterey,108,0,03-08-20
Monterey,86,4,04-08-20
Monterey,44,0,05-08-20
Monterey,65,1,06-08-20
Monterey,40,0,07-08-20
Monterey,60,0,08-08-20
Monterey,98,0,09-08-20
Monterey,159,0,10-08-20
Monterey,266,2,11-08-20
Monterey,295,2,12-08-20
Monterey,6,1,13-08-20
Monterey,196,1,14-08-20
Monterey,41,5,15-08-20
Monterey,354,0,16-08-20
Monterey,37,0,17-08-20
Yuba,0,0,18-03-20
Yuba,0,0,19-03-20
Yuba,0,0,20-03-20
Yuba,1,0,21-03-20
Yuba,1,0,22-03-20
Yuba,0,0,23-03-20
Yuba,0,0,24-03-20
Yuba,0,0,25-03-20
Yuba,1,0,26-03-20
Yuba,0,0,27-03-20
Yuba,0,0,28-03-20
Yuba,0,0,29-03-20
Yuba,2,0,30-03-20
Yuba,0,0,31-03-20
Yuba,0,0,01-04-20
Yuba,0,0,02-04-20
Yuba,1,0,03-04-20
Yuba,1,0,04-04-20
Yuba,0,0,05-04-20
Yuba,1,0,06-04-20
Yuba,2,0,07-04-20
Yuba,0,0,08-04-20
Yuba,3,0,09-04-20
Yuba,0,1,10-04-20
Yuba,0,0,11-04-20
Yuba,0,0,12-04-20
Yuba,0,0,13-04-20
Yuba,1,0,14-04-20
Yuba,1,0,15-04-20
Yuba,-1,0,16-04-20
Yuba,0,0,17-04-20
Yuba,0,0,18-04-20
Yuba,1,0,19-04-20
Yuba,0,0,20-04-20
Yuba,0,0,21-04-20
Yuba,0,0,22-04-20
Yuba,0,0,23-04-20
Yuba,0,0,24-04-20
Yuba,0,0,25-04-20
Yuba,0,0,26-04-20
Yuba,0,0,27-04-20
Yuba,0,0,28-04-20
Yuba,0,0,29-04-20
Yuba,0,0,30-04-20
Yuba,1,0,01-05-20
Yuba,0,0,02-05-20
Yuba,0,0,03-05-20
Yuba,0,0,04-05-20
Yuba,-1,0,05-05-20
Yuba,0,0,06-05-20
Yuba,1,0,07-05-20
Yuba,0,0,08-05-20
Yuba,1,0,09-05-20
Yuba,0,0,10-05-20
Yuba,1,0,11-05-20
Yuba,1,0,12-05-20
Yuba,0,0,13-05-20
Yuba,2,0,14-05-20
Yuba,0,0,15-05-20
Yuba,0,0,16-05-20
Yuba,0,0,17-05-20
Yuba,2,0,18-05-20
Yuba,0,0,19-05-20
Yuba,0,0,20-05-20
Yuba,1,0,21-05-20
Yuba,0,0,22-05-20
Yuba,0,0,23-05-20
Yuba,0,0,24-05-20
Yuba,0,0,25-05-20
Yuba,0,0,26-05-20
Yuba,0,0,27-05-20
Yuba,0,0,28-05-20
Yuba,1,0,29-05-20
Yuba,0,0,30-05-20
Yuba,1,0,31-05-20
Yuba,0,0,01-06-20
Yuba,1,0,02-06-20
Yuba,0,0,03-06-20
Yuba,0,0,04-06-20
Yuba,0,0,05-06-20
Yuba,0,0,06-06-20
Yuba,0,0,07-06-20
Yuba,0,0,08-06-20
Yuba,0,0,09-06-20
Yuba,0,0,10-06-20
Yuba,0,0,11-06-20
Yuba,0,0,12-06-20
Yuba,1,0,13-06-20
Yuba,0,0,14-06-20
Yuba,0,0,15-06-20
Yuba,1,3,16-06-20
Yuba,1,0,17-06-20
Yuba,2,0,18-06-20
Yuba,1,-3,19-06-20
Yuba,1,0,20-06-20
Yuba,1,0,21-06-20
Yuba,1,0,22-06-20
Yuba,-1,0,23-06-20
Yuba,2,0,24-06-20
Yuba,1,0,25-06-20
Yuba,0,0,26-06-20
Yuba,1,0,27-06-20
Yuba,0,0,28-06-20
Yuba,16,0,29-06-20
Yuba,1,0,30-06-20
Yuba,23,0,01-07-20
Yuba,14,0,02-07-20
Yuba,3,0,03-07-20
Yuba,6,1,04-07-20
Yuba,13,0,05-07-20
Yuba,9,0,06-07-20
Yuba,14,0,07-07-20
Yuba,7,0,08-07-20
Yuba,7,1,09-07-20
Yuba,12,0,10-07-20
Yuba,11,0,11-07-20
Yuba,13,0,12-07-20
Yuba,6,0,13-07-20
Yuba,16,0,14-07-20
Yuba,11,0,15-07-20
Yuba,0,0,16-07-20
Yuba,10,0,17-07-20
Yuba,6,0,18-07-20
Yuba,3,0,19-07-20
Yuba,18,0,20-07-20
Yuba,11,0,21-07-20
Yuba,19,0,22-07-20
Yuba,9,0,23-07-20
Yuba,10,0,24-07-20
Yuba,5,0,25-07-20
Yuba,1,0,26-07-20
Yuba,15,0,27-07-20
Yuba,5,0,28-07-20
Yuba,17,1,29-07-20
Yuba,12,0,30-07-20
Yuba,7,0,31-07-20
Yuba,18,0,01-08-20
Yuba,6,0,02-08-20
Yuba,0,0,03-08-20
Yuba,5,0,04-08-20
Yuba,2,0,05-08-20
Yuba,7,0,06-08-20
Yuba,6,0,07-08-20
Yuba,17,0,08-08-20
Yuba,12,0,09-08-20
Yuba,85,0,10-08-20
Yuba,13,0,11-08-20
Yuba,9,0,12-08-20
Yuba,19,0,13-08-20
Yuba,38,0,14-08-20
Yuba,17,0,15-08-20
Yuba,24,0,16-08-20
Yuba,0,0,17-08-20
San Francisco,65,0,18-03-20
San Francisco,15,0,19-03-20
San Francisco,7,0,20-03-20
San Francisco,19,0,21-03-20
San Francisco,28,0,22-03-20
San Francisco,18,0,23-03-20
San Francisco,29,1,24-03-20
San Francisco,32,1,25-03-20
San Francisco,48,-1,26-03-20
San Francisco,24,1,27-03-20
San Francisco,15,1,28-03-20
San Francisco,33,2,29-03-20
San Francisco,35,0,30-03-20
San Francisco,36,0,31-03-20
San Francisco,28,1,01-04-20
San Francisco,41,0,02-04-20
San Francisco,33,0,03-04-20
San Francisco,31,0,04-04-20
San Francisco,22,0,05-04-20
San Francisco,27,0,06-04-20
San Francisco,50,0,07-04-20
San Francisco,51,1,08-04-20
San Francisco,61,1,09-04-20
San Francisco,49,4,10-04-20
San Francisco,63,0,11-04-20
San Francisco,26,0,12-04-20
San Francisco,73,3,13-04-20
San Francisco,9,0,14-04-20
San Francisco,38,2,15-04-20
San Francisco,33,0,16-04-20
San Francisco,51,3,17-04-20
San Francisco,54,0,18-04-20
San Francisco,9,0,19-04-20
San Francisco,70,0,20-04-20
San Francisco,9,0,21-04-20
San Francisco,23,1,22-04-20
San Francisco,57,0,23-04-20
San Francisco,33,1,24-04-20
San Francisco,-4,0,25-04-20
San Francisco,62,1,26-04-20
San Francisco,50,0,27-04-20
San Francisco,18,0,28-04-20
San Francisco,18,0,29-04-20
San Francisco,29,3,30-04-20
San Francisco,34,3,01-05-20
San Francisco,80,0,02-05-20
San Francisco,60,1,03-05-20
San Francisco,68,1,04-05-20
San Francisco,19,0,05-05-20
San Francisco,25,0,06-05-20
San Francisco,48,1,07-05-20
San Francisco,38,1,08-05-20
San Francisco,54,1,09-05-20
San Francisco,9,0,10-05-20
San Francisco,21,1,11-05-20
San Francisco,7,0,12-05-20
San Francisco,23,0,13-05-20
San Francisco,25,0,14-05-20
San Francisco,33,1,15-05-20
San Francisco,32,0,16-05-20
San Francisco,38,0,17-05-20
San Francisco,51,0,18-05-20
San Francisco,3,0,19-05-20
San Francisco,13,1,20-05-20
San Francisco,49,0,21-05-20
San Francisco,3,3,22-05-20
San Francisco,61,0,23-05-20
San Francisco,6,0,24-05-20
San Francisco,40,0,25-05-20
San Francisco,5,0,26-05-20
San Francisco,31,0,27-05-20
San Francisco,23,0,28-05-20
San Francisco,36,1,29-05-20
San Francisco,43,0,30-05-20
San Francisco,5,1,31-05-20
San Francisco,45,1,01-06-20
San Francisco,8,0,02-06-20
San Francisco,54,0,03-06-20
San Francisco,28,0,04-06-20
San Francisco,39,0,05-06-20
San Francisco,-1,0,06-06-20
San Francisco,0,0,07-06-20
San Francisco,41,0,08-06-20
San Francisco,34,1,09-06-20
San Francisco,25,0,10-06-20
San Francisco,-8,0,11-06-20
San Francisco,57,0,12-06-20
San Francisco,11,0,13-06-20
San Francisco,0,1,14-06-20
San Francisco,-1,0,15-06-20
San Francisco,60,1,16-06-20
San Francisco,13,1,17-06-20
San Francisco,45,0,18-06-20
San Francisco,17,0,19-06-20
San Francisco,31,0,20-06-20
San Francisco,1,0,21-06-20
San Francisco,0,1,22-06-20
San Francisco,177,0,23-06-20
San Francisco,39,0,24-06-20
San Francisco,42,0,25-06-20
San Francisco,83,0,26-06-20
San Francisco,52,1,27-06-20
San Francisco,54,1,28-06-20
San Francisco,64,0,29-06-20
San Francisco,90,0,30-06-20
San Francisco,23,0,01-07-20
San Francisco,52,0,02-07-20
San Francisco,105,0,03-07-20
San Francisco,80,0,04-07-20
San Francisco,0,0,05-07-20
San Francisco,0,0,06-07-20
San Francisco,184,0,07-07-20
San Francisco,48,0,08-07-20
San Francisco,50,0,09-07-20
San Francisco,162,0,10-07-20
San Francisco,125,0,11-07-20
San Francisco,105,0,12-07-20
San Francisco,60,0,13-07-20
San Francisco,64,0,14-07-20
San Francisco,98,0,15-07-20
San Francisco,81,1,16-07-20
San Francisco,129,1,17-07-20
San Francisco,84,0,18-07-20
San Francisco,43,0,19-07-20
San Francisco,-4,0,20-07-20
San Francisco,287,1,21-07-20
San Francisco,96,0,22-07-20
San Francisco,70,2,23-07-20
San Francisco,68,1,24-07-20
San Francisco,33,0,25-07-20
San Francisco,179,0,26-07-20
San Francisco,2,0,27-07-20
San Francisco,63,0,28-07-20
San Francisco,153,1,29-07-20
San Francisco,66,1,30-07-20
San Francisco,19,1,31-07-20
San Francisco,170,2,01-08-20
San Francisco,1,0,02-08-20
San Francisco,22,0,03-08-20
San Francisco,249,0,04-08-20
San Francisco,133,1,05-08-20
San Francisco,36,1,06-08-20
San Francisco,28,1,07-08-20
San Francisco,55,3,08-08-20
San Francisco,0,0,09-08-20
San Francisco,-4,0,10-08-20
San Francisco,172,0,11-08-20
San Francisco,206,0,12-08-20
San Francisco,83,0,13-08-20
San Francisco,190,2,14-08-20
San Francisco,134,0,15-08-20
San Francisco,1,0,16-08-20
San Francisco,-2,0,17-08-20
Orange,38,0,18-03-20
Orange,21,0,19-03-20
Orange,12,0,20-03-20
Orange,14,0,21-03-20
Orange,17,0,22-03-20
Orange,36,0,23-03-20
Orange,28,0,24-03-20
Orange,48,1,25-03-20
Orange,65,0,26-03-20
Orange,20,1,27-03-20
Orange,29,0,28-03-20
Orange,15,0,29-03-20
Orange,75,3,30-03-20
Orange,88,2,31-03-20
Orange,73,4,01-04-20
Orange,61,1,02-04-20
Orange,73,1,03-04-20
Orange,68,2,04-04-20
Orange,39,0,05-04-20
Orange,90,2,06-04-20
Orange,61,2,07-04-20
Orange,63,0,08-04-20
Orange,71,0,09-04-20
Orange,62,-2,10-04-20
Orange,100,4,11-04-20
Orange,16,0,12-04-20
Orange,30,0,13-04-20
Orange,49,0,14-04-20
Orange,15,1,15-04-20
Orange,62,4,16-04-20
Orange,57,2,17-04-20
Orange,73,4,18-04-20
Orange,22,0,19-04-20
Orange,88,1,20-04-20
Orange,38,0,21-04-20
Orange,68,1,22-04-20
Orange,56,2,23-04-20
Orange,104,3,24-04-20
Orange,102,0,25-04-20
Orange,77,1,26-04-20
Orange,74,2,27-04-20
Orange,126,0,28-04-20
Orange,97,2,29-04-20
Orange,170,2,30-04-20
Orange,69,5,01-05-20
Orange,114,1,02-05-20
Orange,85,3,03-05-20
Orange,72,2,04-05-20
Orange,110,4,05-05-20
Orange,115,4,06-05-20
Orange,127,1,07-05-20
Orange,112,6,08-05-20
Orange,111,3,09-05-20
Orange,121,1,10-05-20
Orange,72,2,11-05-20
Orange,144,0,12-05-20
Orange,182,2,13-05-20
Orange,138,0,14-05-20
Orange,118,4,15-05-20
Orange,115,3,16-05-20
Orange,70,1,17-05-20
Orange,92,0,18-05-20
Orange,188,0,19-05-20
Orange,120,10,20-05-20
Orange,109,14,21-05-20
Orange,169,6,22-05-20
Orange,169,12,23-05-20
Orange,126,1,24-05-20
Orange,162,0,25-05-20
Orange,50,0,26-05-20
Orange,198,5,27-05-20
