county,cases,death,date
Tulare,1,0,20-03-20
Tulare,1,0,21-03-20
Tulare,0,0,22-03-20
Tulare,4,0,23-03-20
Tulare,1,0,24-03-20
Tulare,1,0,25-03-20
Tulare,4,0,26-03-20
Tulare,0,0,27-03-20
Tulare,8,0,28-03-20
Tulare,1,1,29-03-20
Tulare,16,0,30-03-20
Tulare,2,0,31-03-20
Tulare,1,0,01-04-20
Tulare,21,0,02-04-20
Tulare,9,2,03-04-20
Tulare,6,1,04-04-20
Tulare,2,0,05-04-20
Tulare,45,1,06-04-20
Tulare,18,0,07-04-20
Tulare,1,1,08-04-20
Tulare,2,3,09-04-20
Tulare,16,2,10-04-20
Tulare,5,0,11-04-20
Tulare,-2,0,12-04-20
Tulare,20,2,13-04-20
Tulare,42,0,14-04-20
Tulare,61,2,15-04-20
Tulare,16,2,16-04-20
Tulare,65,0,17-04-20
Tulare,15,0,18-04-20
Tulare,6,0,19-04-20
Tulare,10,1,20-04-20
Tulare,9,4,21-04-20
Tulare,15,3,22-04-20
Tulare,15,0,23-04-20
Tulare,19,3,24-04-20
Tulare,19,4,25-04-20
Tulare,19,0,26-04-20
Tulare,38,0,27-04-20
Tulare,44,3,28-04-20
Tulare,36,1,29-04-20
Tulare,22,4,30-04-20
Tulare,48,0,01-05-20
Tulare,26,0,02-05-20
Tulare,25,0,03-05-20
Tulare,24,0,04-05-20
Tulare,109,0,05-05-20
Tulare,94,1,06-05-20
Tulare,38,2,07-05-20
Tulare,49,1,08-05-20
Tulare,33,3,09-05-20
Tulare,60,1,10-05-20
Tulare,60,2,11-05-20
Tulare,58,2,12-05-20
Tulare,22,2,13-05-20
Tulare,34,0,14-05-20
Tulare,39,10,15-05-20
Tulare,70,3,16-05-20
Tulare,4,0,17-05-20
Tulare,61,0,18-05-20
Tulare,60,4,19-05-20
Tulare,34,2,20-05-20
Tulare,21,1,21-05-20
Tulare,56,1,22-05-20
Tulare,20,0,23-05-20
Tulare,2,0,24-05-20
Tulare,63,0,25-05-20
Tulare,21,4,26-05-20
Tulare,49,0,27-05-20
Tulare,15,1,28-05-20
Tulare,20,4,29-05-20
Tulare,27,0,30-05-20
Tulare,5,0,31-05-20
Tulare,92,5,01-06-20
Tulare,36,0,02-06-20
Tulare,29,1,03-06-20
Tulare,45,2,04-06-20
Tulare,94,0,05-06-20
Tulare,33,0,06-06-20
Tulare,6,0,07-06-20
Tulare,82,2,08-06-20
Tulare,92,0,09-06-20
Tulare,62,2,10-06-20
Tulare,18,2,11-06-20
Tulare,79,0,12-06-20
Tulare,74,0,13-06-20
Tulare,20,0,14-06-20
Tulare,16,0,15-06-20
Tulare,140,0,16-06-20
Tulare,80,8,17-06-20
Tulare,123,1,18-06-20
Tulare,48,4,19-06-20
Tulare,119,0,20-06-20
Tulare,1,0,21-06-20
Tulare,12,2,22-06-20
Tulare,271,3,23-06-20
Tulare,85,2,24-06-20
Tulare,127,1,25-06-20
Tulare,75,3,26-06-20
Tulare,104,0,27-06-20
Tulare,76,0,28-06-20
Tulare,214,2,29-06-20
Tulare,169,2,30-06-20
Tulare,78,2,01-07-20
Tulare,175,5,02-07-20
Tulare,97,3,03-07-20
Tulare,146,0,04-07-20
Tulare,179,0,05-07-20
Tulare,58,0,06-07-20
Tulare,150,3,07-07-20
Tulare,118,9,08-07-20
Tulare,194,0,09-07-20
Tulare,176,4,10-07-20
Tulare,103,0,11-07-20
Tulare,84,0,12-07-20
Tulare,66,0,13-07-20
Tulare,269,1,14-07-20
Tulare,121,0,15-07-20
Tulare,147,8,16-07-20
Tulare,204,4,17-07-20
Tulare,139,0,18-07-20
Tulare,46,0,19-07-20
Tulare,118,2,20-07-20
Tulare,473,1,21-07-20
Tulare,193,0,22-07-20
Tulare,258,0,23-07-20
Tulare,269,0,24-07-20
Tulare,143,0,25-07-20
Tulare,82,0,26-07-20
Tulare,70,0,27-07-20
Tulare,325,5,28-07-20
Tulare,241,0,29-07-20
Tulare,139,0,30-07-20
Tulare,198,5,31-07-20
Tulare,155,0,01-08-20
Tulare,73,0,02-08-20
Tulare,110,11,03-08-20
Tulare,163,4,04-08-20
Tulare,58,0,05-08-20
Tulare,245,3,06-08-20
Tulare,123,0,07-08-20
Tulare,213,0,08-08-20
Tulare,125,0,09-08-20
Tulare,120,0,10-08-20
Tulare,642,2,11-08-20
Tulare,68,7,12-08-20
Tulare,232,0,13-08-20
Tulare,317,0,14-08-20
Tulare,253,0,15-08-20
Tulare,72,0,16-08-20
Tulare,153,1,17-08-20
San Benito,3,0,18-03-20
San Benito,0,0,19-03-20
San Benito,1,1,20-03-20
San Benito,0,0,21-03-20
San Benito,0,0,22-03-20
San Benito,0,0,23-03-20
San Benito,0,0,24-03-20
San Benito,0,0,25-03-20
San Benito,4,0,26-03-20
San Benito,1,0,27-03-20
San Benito,1,0,28-03-20
San Benito,0,0,29-03-20
San Benito,1,0,30-03-20
San Benito,3,0,31-03-20
San Benito,0,0,01-04-20
San Benito,4,0,02-04-20
San Benito,4,0,03-04-20
San Benito,0,0,04-04-20
San Benito,0,0,05-04-20
San Benito,3,0,06-04-20
San Benito,1,1,07-04-20
San Benito,5,0,08-04-20
San Benito,1,0,09-04-20
San Benito,0,0,10-04-20
San Benito,1,0,11-04-20
San Benito,0,0,12-04-20
San Benito,0,0,13-04-20
San Benito,1,0,14-04-20
San Benito,0,0,15-04-20
San Benito,2,0,16-04-20
San Benito,2,0,17-04-20
San Benito,2,0,18-04-20
San Benito,0,0,19-04-20
San Benito,3,0,20-04-20
San Benito,0,0,21-04-20
San Benito,0,0,22-04-20
San Benito,0,0,23-04-20
San Benito,2,0,24-04-20
San Benito,0,0,25-04-20
San Benito,0,0,26-04-20
San Benito,0,0,27-04-20
San Benito,1,0,28-04-20
San Benito,2,0,29-04-20
San Benito,0,0,30-04-20
San Benito,1,0,01-05-20
San Benito,0,0,02-05-20
San Benito,0,0,03-05-20
San Benito,0,0,04-05-20
San Benito,1,0,05-05-20
San Benito,0,0,06-05-20
San Benito,0,0,07-05-20
San Benito,1,0,08-05-20
San Benito,1,0,09-05-20
San Benito,0,0,10-05-20
San Benito,0,0,11-05-20
San Benito,3,0,12-05-20
San Benito,0,0,13-05-20
San Benito,1,0,14-05-20
San Benito,1,0,15-05-20
San Benito,1,0,16-05-20
San Benito,1,0,17-05-20
San Benito,0,0,18-05-20
San Benito,0,0,19-05-20
San Benito,2,0,20-05-20
San Benito,0,0,21-05-20
San Benito,3,0,22-05-20
San Benito,3,0,23-05-20
San Benito,0,0,24-05-20
San Benito,3,0,25-05-20
San Benito,-1,0,26-05-20
San Benito,5,0,27-05-20
San Benito,8,0,28-05-20
San Benito,2,0,29-05-20
San Benito,1,0,30-05-20
San Benito,0,0,31-05-20
San Benito,1,0,01-06-20
San Benito,0,0,02-06-20
San Benito,2,0,03-06-20
San Benito,0,0,04-06-20
San Benito,4,0,05-06-20
San Benito,0,0,06-06-20
San Benito,0,0,07-06-20
San Benito,1,0,08-06-20
San Benito,2,0,09-06-20
San Benito,-1,0,10-06-20
San Benito,0,0,11-06-20
San Benito,2,0,12-06-20
San Benito,3,0,13-06-20
San Benito,5,0,14-06-20
San Benito,4,0,15-06-20
San Benito,2,0,16-06-20
San Benito,6,0,17-06-20
San Benito,18,0,18-06-20
San Benito,2,0,19-06-20
San Benito,3,0,20-06-20
San Benito,12,0,21-06-20
San Benito,13,0,22-06-20
San Benito,3,0,23-06-20
San Benito,4,0,24-06-20
San Benito,4,0,25-06-20
San Benito,2,0,26-06-20
San Benito,6,0,27-06-20
San Benito,11,0,28-06-20
San Benito,10,0,29-06-20
San Benito,8,0,30-06-20
San Benito,7,0,01-07-20
San Benito,17,0,02-07-20
San Benito,7,0,03-07-20
San Benito,12,0,04-07-20
San Benito,3,0,05-07-20
San Benito,6,0,06-07-20
San Benito,10,0,07-07-20
San Benito,8,0,08-07-20
San Benito,13,0,09-07-20
San Benito,7,0,10-07-20
San Benito,12,0,11-07-20
San Benito,10,0,12-07-20
San Benito,19,0,13-07-20
San Benito,17,0,14-07-20
San Benito,28,0,15-07-20
San Benito,1,0,16-07-20
San Benito,10,0,17-07-20
San Benito,8,0,18-07-20
San Benito,5,0,19-07-20
San Benito,21,0,20-07-20
San Benito,11,0,21-07-20
San Benito,21,0,22-07-20
San Benito,13,0,23-07-20
San Benito,7,0,24-07-20
San Benito,7,0,25-07-20
San Benito,3,0,26-07-20
San Benito,3,0,27-07-20
San Benito,5,1,28-07-20
San Benito,34,1,29-07-20
San Benito,21,0,30-07-20
San Benito,9,0,31-07-20
San Benito,12,0,01-08-20
San Benito,20,0,02-08-20
San Benito,4,0,03-08-20
San Benito,5,0,04-08-20
San Benito,5,0,05-08-20
San Benito,13,0,06-08-20
San Benito,21,0,07-08-20
San Benito,37,0,08-08-20
San Benito,3,0,09-08-20
San Benito,56,0,10-08-20
San Benito,7,0,11-08-20
San Benito,1,0,12-08-20
San Benito,6,0,13-08-20
San Benito,26,0,14-08-20
San Benito,22,0,15-08-20
San Benito,10,0,16-08-20
San Benito,7,0,17-08-20
Alameda,29,0,18-03-20
Alameda,7,0,19-03-20
Alameda,6,0,20-03-20
Alameda,20,0,21-03-20
Alameda,10,1,22-03-20
Alameda,16,0,23-03-20
Alameda,8,1,24-03-20
Alameda,38,1,25-03-20
Alameda,38,1,26-03-20
Alameda,13,0,27-03-20
Alameda,20,2,28-03-20
Alameda,2,0,29-03-20
Alameda,43,1,30-03-20
Alameda,19,0,31-03-20
Alameda,18,1,01-04-20
Alameda,58,2,02-04-20
Alameda,50,1,03-04-20
Alameda,73,1,04-04-20
Alameda,7,0,05-04-20
Alameda,52,1,06-04-20
Alameda,33,1,07-04-20
Alameda,34,1,08-04-20
Alameda,47,2,09-04-20
Alameda,65,9,10-04-20
Alameda,45,0,11-04-20
Alameda,23,0,12-04-20
Alameda,47,5,13-04-20
Alameda,22,6,14-04-20
Alameda,72,0,15-04-20
Alameda,66,7,16-04-20
Alameda,62,0,17-04-20
Alameda,42,0,18-04-20
Alameda,49,0,19-04-20
Alameda,47,6,20-04-20
Alameda,53,1,21-04-20
Alameda,41,2,22-04-20
Alameda,61,3,23-04-20
Alameda,49,0,24-04-20
Alameda,11,0,25-04-20
Alameda,53,0,26-04-20
Alameda,45,3,27-04-20
Alameda,31,0,28-04-20
Alameda,39,4,29-04-20
Alameda,35,0,30-04-20
Alameda,31,0,01-05-20
Alameda,48,0,02-05-20
Alameda,53,2,03-05-20
Alameda,31,0,04-05-20
Alameda,57,4,05-05-20
Alameda,45,0,06-05-20
Alameda,50,0,07-05-20
Alameda,41,3,08-05-20
Alameda,56,3,09-05-20
Alameda,36,0,10-05-20
Alameda,56,0,11-05-20
Alameda,43,5,12-05-20
Alameda,35,0,13-05-20
Alameda,74,4,14-05-20
Alameda,34,1,15-05-20
Alameda,38,0,16-05-20
Alameda,62,0,17-05-20
Alameda,53,3,18-05-20
Alameda,51,0,19-05-20
Alameda,61,0,20-05-20
Alameda,52,2,21-05-20
Alameda,116,0,22-05-20
Alameda,61,2,23-05-20
Alameda,47,1,24-05-20
Alameda,70,0,25-05-20
Alameda,56,4,26-05-20
Alameda,81,0,27-05-20
Alameda,46,5,28-05-20
Alameda,126,1,29-05-20
Alameda,95,0,30-05-20
Alameda,58,1,31-05-20
Alameda,98,0,01-06-20
Alameda,57,0,02-06-20
Alameda,72,0,03-06-20
Alameda,54,0,04-06-20
Alameda,91,0,05-06-20
Alameda,67,0,06-06-20
Alameda,65,0,07-06-20
Alameda,71,6,08-06-20
Alameda,26,0,09-06-20
Alameda,64,0,10-06-20
Alameda,46,0,11-06-20
Alameda,94,0,12-06-20
Alameda,29,0,13-06-20
Alameda,75,2,14-06-20
Alameda,52,0,15-06-20
Alameda,105,0,16-06-20
Alameda,57,4,17-06-20
Alameda,104,1,18-06-20
Alameda,57,1,19-06-20
Alameda,112,1,20-06-20
Alameda,77,0,21-06-20
Alameda,109,2,22-06-20
Alameda,215,0,23-06-20
Alameda,83,1,24-06-20
Alameda,169,6,25-06-20
Alameda,111,2,26-06-20
Alameda,88,0,27-06-20
Alameda,169,3,28-06-20
Alameda,161,0,29-06-20
Alameda,127,2,30-06-20
Alameda,74,1,01-07-20
Alameda,245,2,02-07-20
Alameda,100,2,03-07-20
Alameda,251,0,04-07-20
Alameda,124,0,05-07-20
Alameda,109,0,06-07-20
Alameda,127,0,07-07-20
Alameda,238,2,08-07-20
Alameda,98,4,09-07-20
Alameda,118,1,10-07-20
Alameda,294,1,11-07-20
Alameda,211,0,12-07-20
Alameda,59,0,13-07-20
Alameda,273,4,14-07-20
Alameda,227,2,15-07-20
Alameda,104,0,16-07-20
Alameda,174,7,17-07-20
Alameda,196,1,18-07-20
Alameda,138,0,19-07-20
Alameda,17,0,20-07-20
Alameda,146,5,21-07-20
Alameda,288,4,22-07-20
Alameda,246,2,23-07-20
Alameda,292,5,24-07-20
Alameda,145,0,25-07-20
Alameda,128,0,26-07-20
Alameda,156,0,27-07-20
Alameda,230,3,28-07-20
Alameda,302,0,29-07-20
Alameda,126,1,30-07-20
Alameda,138,0,31-07-20
Alameda,149,7,01-08-20
Alameda,106,0,02-08-20
Alameda,121,0,03-08-20
Alameda,166,3,04-08-20
Alameda,157,1,05-08-20
Alameda,334,0,06-08-20
Alameda,331,0,07-08-20
Alameda,282,0,08-08-20
Alameda,154,0,09-08-20
Alameda,179,12,10-08-20
Alameda,540,0,11-08-20
Alameda,254,7,12-08-20
Alameda,171,4,13-08-20
Alameda,524,3,14-08-20
Alameda,256,0,15-08-20
Alameda,173,2,16-08-20
Alameda,116,0,17-08-20
Marin,10,0,18-03-20
Marin,9,0,19-03-20
Marin,11,0,20-03-20
Marin,0,0,21-03-20
Marin,0,0,22-03-20
Marin,0,0,23-03-20
Marin,14,0,24-03-20
Marin,3,0,25-03-20
Marin,9,0,26-03-20
Marin,2,0,27-03-20
Marin,0,0,28-03-20
Marin,2,0,29-03-20
Marin,18,0,30-03-20
Marin,7,1,31-03-20
Marin,2,0,01-04-20
Marin,15,0,02-04-20
Marin,4,5,03-04-20
Marin,5,0,04-04-20
Marin,2,0,05-04-20
Marin,6,1,06-04-20
Marin,3,0,07-04-20
Marin,3,0,08-04-20
Marin,1,0,09-04-20
Marin,2,3,10-04-20
Marin,8,0,11-04-20
Marin,2,0,12-04-20
Marin,6,0,13-04-20
Marin,3,0,14-04-20
Marin,15,0,15-04-20
Marin,8,0,16-04-20
Marin,19,0,17-04-20
Marin,4,0,18-04-20
Marin,1,0,19-04-20
Marin,6,0,20-04-20
Marin,2,0,21-04-20
Marin,0,1,22-04-20
Marin,7,0,23-04-20
Marin,2,0,24-04-20
Marin,4,1,25-04-20
Marin,10,0,26-04-20
Marin,2,0,27-04-20
Marin,1,0,28-04-20
Marin,6,1,29-04-20
Marin,6,0,30-04-20
Marin,2,0,01-05-20
Marin,1,0,02-05-20
Marin,0,0,03-05-20
Marin,1,0,04-05-20
Marin,0,1,05-05-20
Marin,0,0,06-05-20
Marin,8,0,07-05-20
Marin,5,0,08-05-20
Marin,4,0,09-05-20
Marin,6,0,10-05-20
Marin,4,0,11-05-20
Marin,3,0,12-05-20
Marin,4,0,13-05-20
Marin,5,0,14-05-20
Marin,12,0,15-05-20
Marin,2,0,16-05-20
Marin,18,0,17-05-20
Marin,14,0,18-05-20
Marin,11,0,19-05-20
Marin,8,0,20-05-20
Marin,11,0,21-05-20
Marin,13,0,22-05-20
Marin,21,0,23-05-20
Marin,8,0,24-05-20
Marin,14,0,25-05-20
Marin,9,0,26-05-20
Marin,15,0,27-05-20
Marin,4,0,28-05-20
Marin,5,0,29-05-20
Marin,14,0,30-05-20
Marin,24,0,31-05-20
Marin,9,1,01-06-20
Marin,14,2,02-06-20
Marin,18,0,03-06-20
Marin,6,0,04-06-20
Marin,13,0,05-06-20
Marin,10,0,06-06-20
Marin,28,0,07-06-20
Marin,12,0,08-06-20
Marin,20,0,09-06-20
Marin,17,0,10-06-20
Marin,4,0,11-06-20
Marin,12,0,12-06-20
Marin,28,0,13-06-20
Marin,12,0,14-06-20
Marin,19,0,15-06-20
Marin,17,1,16-06-20
Marin,46,0,17-06-20
Marin,48,0,18-06-20
Marin,10,0,19-06-20
Marin,50,0,20-06-20
Marin,28,0,21-06-20
Marin,122,0,22-06-20
Marin,110,0,23-06-20
Marin,122,0,24-06-20
Marin,62,0,25-06-20
Marin,88,0,26-06-20
Marin,87,0,27-06-20
Marin,7,0,28-06-20
Marin,76,0,29-06-20
Marin,47,0,30-06-20
Marin,11,0,01-07-20
Marin,67,1,02-07-20
Marin,70,0,03-07-20
Marin,186,0,04-07-20
Marin,118,0,05-07-20
Marin,56,0,06-07-20
Marin,491,1,07-07-20
Marin,129,3,08-07-20
Marin,219,0,09-07-20
Marin,126,0,10-07-20
Marin,90,0,11-07-20
Marin,167,0,12-07-20
Marin,44,5,13-07-20
Marin,49,0,14-07-20
Marin,7,0,15-07-20
Marin,88,1,16-07-20
Marin,293,0,17-07-20
Marin,250,1,18-07-20
Marin,83,0,19-07-20
Marin,83,1,20-07-20
Marin,63,3,21-07-20
Marin,55,1,22-07-20
Marin,50,0,23-07-20
Marin,94,19,24-07-20
Marin,45,0,25-07-20
Marin,33,0,26-07-20
Marin,74,0,27-07-20
Marin,29,7,28-07-20
Marin,49,3,29-07-20
Marin,88,0,30-07-20
Marin,50,6,31-07-20
Marin,60,0,01-08-20
Marin,40,0,02-08-20
Marin,16,0,03-08-20
Marin,19,6,04-08-20
Marin,16,1,05-08-20
Marin,22,1,06-08-20
Marin,36,0,07-08-20
Marin,24,0,08-08-20
Marin,86,0,09-08-20
Marin,38,3,10-08-20
Marin,45,0,11-08-20
Marin,136,0,12-08-20
Marin,80,1,13-08-20
Marin,98,0,14-08-20
Marin,27,0,15-08-20
Marin,36,0,16-08-20
Marin,19,1,17-08-20
San Diego,40,0,18-03-20
San Diego,28,0,19-03-20
San Diego,30,0,20-03-20
San Diego,21,0,21-03-20
San Diego,40,0,22-03-20
San Diego,17,1,23-03-20
San Diego,53,1,24-03-20
San Diego,7,0,25-03-20
San Diego,61,0,26-03-20
San Diego,122,3,27-03-20
San Diego,71,2,28-03-20
San Diego,31,0,29-03-20
San Diego,84,0,30-03-20
San Diego,131,2,31-03-20
San Diego,115,2,01-04-20
San Diego,117,5,02-04-20
San Diego,146,1,03-04-20
San Diego,97,1,04-04-20
San Diego,117,1,05-04-20
San Diego,78,0,06-04-20
San Diego,50,12,07-04-20
San Diego,76,5,08-04-20
San Diego,98,4,09-04-20
San Diego,65,14,10-04-20
San Diego,68,0,11-04-20
San Diego,43,1,12-04-20
San Diego,43,11,13-04-20
San Diego,83,1,14-04-20
San Diego,82,0,15-04-20
San Diego,75,10,16-04-20
San Diego,71,6,17-04-20
San Diego,55,0,18-04-20
San Diego,55,0,19-04-20
San Diego,57,19,20-04-20
San Diego,109,7,21-04-20
San Diego,57,3,22-04-20
San Diego,152,0,23-04-20
San Diego,183,7,24-04-20
San Diego,117,0,25-04-20
San Diego,100,4,26-04-20
San Diego,98,5,27-04-20
San Diego,173,5,28-04-20
San Diego,118,7,29-04-20
San Diego,132,3,30-04-20
San Diego,147,7,01-05-20
San Diego,131,0,02-05-20
San Diego,85,0,03-05-20
San Diego,93,12,04-05-20
San Diego,140,11,05-05-20
San Diego,159,13,06-05-20
San Diego,110,3,07-05-20
San Diego,233,5,08-05-20
San Diego,114,0,09-05-20
San Diego,150,0,10-05-20
San Diego,139,10,11-05-20
San Diego,96,13,12-05-20
San Diego,117,6,13-05-20
San Diego,113,8,14-05-20
San Diego,132,4,15-05-20
San Diego,139,0,16-05-20
San Diego,174,7,17-05-20
San Diego,110,0,18-05-20
San Diego,80,0,19-05-20
San Diego,114,20,20-05-20
San Diego,175,0,21-05-20
San Diego,119,9,22-05-20
San Diego,125,4,23-05-20
San Diego,142,0,24-05-20
San Diego,96,0,25-05-20
San Diego,85,15,26-05-20
San Diego,101,7,27-05-20
San Diego,117,10,28-05-20
San Diego,140,5,29-05-20
San Diego,145,0,30-05-20
San Diego,96,0,31-05-20
San Diego,73,0,01-06-20
San Diego,120,0,02-06-20
San Diego,124,0,03-06-20
San Diego,142,0,04-06-20
San Diego,240,0,05-06-20
San Diego,165,0,06-06-20
San Diego,131,0,07-06-20
San Diego,143,0,08-06-20
San Diego,110,0,09-06-20
San Diego,108,0,10-06-20
San Diego,161,0,11-06-20
San Diego,132,0,12-06-20
San Diego,184,8,13-06-20
San Diego,126,0,14-06-20
San Diego,170,0,15-06-20
San Diego,120,3,16-06-20
San Diego,124,4,17-06-20
San Diego,238,4,18-06-20
San Diego,258,1,19-06-20
San Diego,134,6,20-06-20
San Diego,310,0,21-06-20
San Diego,302,0,22-06-20
San Diego,198,0,23-06-20
San Diego,332,9,24-06-20
San Diego,335,5,25-06-20
San Diego,439,6,26-06-20
San Diego,434,2,27-06-20
San Diego,497,1,28-06-20
San Diego,501,0,29-06-20
San Diego,316,4,30-06-20
San Diego,476,7,01-07-20
San Diego,582,5,02-07-20
San Diego,490,10,03-07-20
San Diego,468,0,04-07-20
San Diego,562,0,05-07-20
San Diego,274,0,06-07-20
San Diego,578,12,07-07-20
San Diego,264,7,08-07-20
San Diego,560,9,09-07-20
San Diego,458,5,10-07-20
San Diego,509,2,11-07-20
San Diego,558,0,12-07-20
San Diego,419,0,13-07-20
San Diego,539,14,14-07-20
San Diego,561,12,15-07-20
San Diego,409,17,16-07-20
San Diego,634,7,17-07-20
San Diego,625,6,18-07-20
San Diego,568,0,19-07-20
San Diego,453,0,20-07-20
San Diego,385,9,21-07-20
San Diego,587,18,22-07-20
San Diego,506,7,23-07-20
San Diego,485,12,24-07-20
San Diego,603,9,25-07-20
San Diego,283,0,26-07-20
San Diego,523,0,27-07-20
San Diego,498,14,28-07-20
San Diego,282,5,29-07-20
San Diego,381,6,30-07-20
San Diego,380,3,31-07-20
San Diego,529,4,01-08-20
San Diego,306,0,02-08-20
San Diego,343,0,03-08-20
San Diego,290,3,04-08-20
San Diego,348,10,05-08-20
San Diego,263,5,06-08-20
San Diego,652,3,07-08-20
San Diego,551,7,08-08-20
San Diego,417,1,09-08-20
San Diego,228,0,10-08-20
San Diego,182,8,11-08-20
San Diego,236,6,12-08-20
San Diego,266,7,13-08-20
San Diego,406,7,14-08-20
San Diego,279,4,15-08-20
San Diego,334,0,16-08-20
San Diego,282,0,17-08-20
Out Of Country,0,0,30-03-20
Out Of Country,0,0,13-04-20
Out Of Country,0,0,14-04-20
Out Of Country,0,0,15-04-20
Out Of Country,0,0,16-04-20
Out Of Country,0,0,17-04-20
Out Of Country,0,0,18-04-20
Out Of Country,0,0,19-04-20
Out Of Country,0,0,20-04-20
Out Of Country,0,0,21-04-20
Out Of Country,0,0,22-04-20
Out Of Country,0,0,23-04-20
Out Of Country,0,0,24-04-20
Out Of Country,0,0,25-04-20
Out Of Country,0,0,26-04-20
Out Of Country,0,0,27-04-20
Out Of Country,0,0,28-04-20
Out Of Country,0,0,29-04-20
Out Of Country,0,0,30-04-20
Out Of Country,0,0,01-05-20
Out Of Country,0,0,02-05-20
Out Of Country,0,0,03-05-20
Out Of Country,0,0,04-05-20
Out Of Country,0,0,05-05-20
Out Of Country,0,0,06-05-20
Out Of Country,0,0,07-05-20
Out Of Country,0,0,08-05-20
Out Of Country,0,0,09-05-20
Out Of Country,0,0,10-05-20
Out Of Country,0,0,11-05-20
Out Of Country,0,0,12-05-20
Out Of Country,0,0,13-05-20
Out Of Country,0,0,14-05-20
Out Of Country,0,0,15-05-20
Out Of Country,0,0,16-05-20
Out Of Country,0,0,17-05-20
Out Of Country,0,0,18-05-20
Out Of Country,0,0,19-05-20
Out Of Country,0,0,20-05-20
Out Of Country,0,0,21-05-20
Out Of Country,0,0,22-05-20
Out Of Country,0,0,23-05-20
Out Of Country,0,0,24-05-20
Out Of Country,0,0,25-05-20
Out Of Country,0,0,26-05-20
Out Of Country,0,0,27-05-20
Out Of Country,0,0,28-05-20
Out Of Country,0,0,29-05-20
Out Of Country,0,0,30-05-20
Out Of Country,0,0,31-05-20
Out Of Country,0,0,01-06-20
Out Of Country,0,0,02-06-20
Out Of Country,0,0,03-06-20
Out Of Country,0,0,04-06-20
Out Of Country,0,0,05-06-20
Out Of Country,0,0,06-06-20
Out Of Country,0,0,07-06-20
Out Of Country,0,0,08-06-20
Out Of Country,0,0,09-06-20
Out Of Country,0,0,10-06-20
Out Of Country,0,0,11-06-20
Out Of Country,0,0,12-06-20
Out Of Country,0,0,13-06-20
Out Of Country,0,0,14-06-20
Out Of Country,0,0,15-06-20
Out Of Country,0,0,16-06-20
Out Of Country,0,0,17-06-20
Out Of Country,0,0,18-06-20
Out Of Country,0,0,19-06-20
Out Of Country,0,0,20-06-20
Out Of Country,0,0,21-06-20
Out Of Country,0,0,22-06-20
Out Of Country,0,0,23-06-20
Out Of Country,0,0,24-06-20
Out Of Country,0,0,25-06-20
Out Of Country,0,0,26-06-20
Out Of Country,0,0,27-06-20
Out Of Country,0,0,28-06-20
Out Of Country,0,0,29-06-20
Out Of Country,0,0,30-06-20
Out Of Country,0,0,01-07-20
Out Of Country,0,0,02-07-20
Out Of Country,0,0,03-07-20
Out Of Country,0,0,04-07-20
Out Of Country,0,0,05-07-20
Out Of Country,0,0,06-07-20
Out Of Country,0,0,07-07-20
Out Of Country,0,0,08-07-20
Out Of Country,0,0,09-07-20
Out Of Country,0,0,10-07-20
Out Of Country,0,0,11-07-20
Out Of Country,0,0,12-07-20
Out Of Country,0,0,13-07-20
Out Of Country,0,0,14-07-20
Out Of Country,0,0,15-07-20
Out Of Country,0,0,16-07-20
Out Of Country,0,0,17-07-20
Out Of Country,0,0,18-07-20
Out Of Country,0,0,19-07-20
Out Of Country,0,0,20-07-20
Out Of Country,0,0,21-07-20
Out Of Country,0,0,22-07-20
Out Of Country,0,0,23-07-20
Out Of Country,0,0,24-07-20
Out Of Country,0,0,25-07-20
Out Of Country,0,0,26-07-20
Out Of Country,0,0,27-07-20
Out Of Country,0,0,28-07-20
Out Of Country,0,0,29-07-20
Out Of Country,0,0,30-07-20
Out Of Country,0,0,31-07-20
Out Of Country,0,0,01-08-20
Out Of Country,0,0,02-08-20
Out Of Country,0,0,03-08-20
Out Of Country,0,0,04-08-20
Out Of Country,0,0,05-08-20
Out Of Country,0,0,06-08-20
Out Of Country,0,0,07-08-20
Out Of Country,0,0,08-08-20
Out Of Country,0,0,09-08-20
Out Of Country,0,0,10-08-20
Out Of Country,0,0,11-08-20
Out Of Country,0,0,12-08-20
Out Of Country,0,0,13-08-20
Out Of Country,0,0,14-08-20
Out Of Country,0,0,15-08-20
Out Of Country,0,0,16-08-20
Out Of Country,0,0,17-08-20
Glenn,0,0,18-03-20
Glenn,0,0,19-03-20
Glenn,0,0,20-03-20
Glenn,0,0,21-03-20
Glenn,0,0,22-03-20
Glenn,0,0,23-03-20
Glenn,0,0,24-03-20
Glenn,0,0,25-03-20
Glenn,0,0,26-03-20
Glenn,0,0,27-03-20
Glenn,1,0,28-03-20
Glenn,0,0,29-03-20
Glenn,1,0,30-03-20
Glenn,0,0,31-03-20
Glenn,0,0,01-04-20
Glenn,0,0,02-04-20
Glenn,0,0,03-04-20
Glenn,0,0,04-04-20
Glenn,0,0,05-04-20
Glenn,0,0,06-04-20
Glenn,0,0,07-04-20
Glenn,0,0,08-04-20
Glenn,0,0,09-04-20
Glenn,1,0,10-04-20
Glenn,0,0,11-04-20
Glenn,0,0,12-04-20
Glenn,0,0,13-04-20
Glenn,0,0,14-04-20
Glenn,0,0,15-04-20
Glenn,0,0,16-04-20
Glenn,0,0,17-04-20
Glenn,0,0,18-04-20
Glenn,0,0,19-04-20
Glenn,0,0,20-04-20
